144,71,44,0.6148333463001096
145,71,50,0.05101444916790765
146,74,94,0.6504620606587689
147,75,83,0.8886881622917859
148,77,69,0.2634944678467588
149,77,87,0.42385213922153264
150,78,6,0.9230132955914503
151,78,77,0.5799672505891
152,79,5,0.40757087983714235
153,80,42,0.404225180809589
154,80,86,0.8726971777964084
155,80,90,0.7924109581686741
156,81,2,0.6976075242761024
157,81,66,0.02045913868293814
158,81,95,0.8878454442639351
159,82,22,0.2586521258478619
160,82,59,0.08503584813681853
161,82,65,0.8388624623294029
162,82,69,0.4272723328858141
163,83,20,0.9664752738900428
164,83,58,0.5882352756794806
165,83,73,0.8233182352307872
166,83,98,0.4200777848145585
167,84,46,0.3212052564780422
168,84,65,0.3544066764815388
169,84,78,0.4080955126895316
170,85,10,0.3338920574454055
171,85,12,0.20824242261750714
172,85,14,0.06546616147863782
173,86,2,0.6074607714408222
174,86,4,0.5408966229367285
175,87,15,0.13230595651207566
176,87,65,0.8968814835741523
177,88,55,0.01800208891319588
178,88,80,0.45207122472483907
179,90,46,0.7460666085005685
180,90,74,0.7707132362504933
181,92,99,0.10429637299574301
182,93,24,0.9363395736509579
183,93,31,0.9063242745987428
184,93,43,0.31302269087852275
185,93,80,0.17029163735165764
186,94,7,0.7163480199055753
187,94,23,0.42126784203409495
188,94,41,0.3796805234086408
189,94,65,0.8113222878600027
190,94,75,0.5178831577231477
191,94,82,0.09734748504869506
192,94,93,0.0005719170790848827
193,95,14,0.3623433556500917
194,95,37,0.4867480683377944
195,95,41,0.5574689919194175
196,96,69,0.06587747521709741
197,97,56,0.6490248174336297
198,97,99,0.5547465115290199
199,99,13,0.9743660901536287
200,99,15,0.7585958231492589
201,99,42,0.3474374455563476
